,Name,IfcType,Type_Name,Height,Length,Width,GrossFootprintArea,NetVolume,NetSideArea,FireRating,Reference,ThermalTransmittance,IsExternal,ExtendToStructure,LoadBearing,Typ,Laenge,Dicke,Hoehe,Hoehe_korrekt,Nettoflaeche,Nettovolumen,Aussenbauteil,TragendesElement,BrandabschnittsdefinierendesBauelement,Feuerwiderstandsklasse,VerweisBauteilkatalog,Betonart,Expositionsklasse,BewehrungsgradVolumen,Ausfuehrung,Project,Storey,PitchAngle,Perimeter,GrossArea,NetArea,GrossVolume,NumberOfRiser,NumberOfTreads,RiserHeight,TreadLength,Auftrittsbreite,Stufenhoehe,AnzahlSteigungen,CrossSectionArea,NetSurfaceArea,Span,Slope,Breite,Tiefe,OuterSurfaceArea,GrossSurfaceArea,NosingLength,WalkingLineOffset,TreadLengthAtOffset,TreadLengthAtInnerSide,ProjectedArea,TotalArea,RequiredHeadroom,Depth,Ebene,Querkraft,Herstellermodell,Beschreibung
664,Basiswand:AW - STB 250 Erdberührend:4829563,,,,2.1250000000006,,0.514253079108464,0.176364000000003,1.80809999999996,,,,,,,,2.42999999999995,,,,1.71360000000156,0.470400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,Basiswand:AW - STB 300 Erdberührend:4829788,,,,3.35000000000052,,0.500400000000039,1.3407299999989,21.8687999999999,,,,,,,,3.43000000000025,,,,2.72000000000002,0.308448000000285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Basiswand:AW - STB 300 Erdberührend:4829859,,,,3.99999999999993,,1.95905319148912,1.34072999999921,8.78510000024693,,,,,,,,6.6713250993247,,,,1.69470000000022,0.489600000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,Basiswand:IW - STB 250:4830931,,,,11.7500000369486,,1.02800000000011,2.81820599999949,9.5110984587547,,,,,,,,4.01999999999979,,,,2.69000000000002,0.305046000000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,Basiswand:IW - STB 250:4831175,,,,9.55000003694801,,4.26750000000014,1.3923899999989,1.58558186244258,,,,,,,,4.01999999999857,,,,2.68999999999995,0.484200000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Basiswand:IW - STB 250:4831229,,,,4.0,,0.565199999999997,2.76654599999935,2.53717940978044,,,,,,,,3.63000000000007,,,,1.80809999999995,0.305046000000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,Basiswand:IW - STB 250:4831335,,,,12.0010008203205,,2.54799999999997,1.28116799999996,4.06,,,,,,,,2.90000000000012,,,,2.86999998028296,0.4842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Basiswand:IW - STB 250:4831577,,,,9.49000000000061,,0.386000000000043,1.28906999999921,1.44999999999257,,,,,,,,4.01999999999984,,,,1.13560000000001,0.305046000000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,Basiswand:IW - STB 250:4831749,,,,1.5,,0.712800000000016,2.86986599999941,1.44999999999259,,,,,,,,4.01999999999995,,,,11.7680000000014,0.484199999999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Basiswand:IW - STB 250:4831867,,,,0.426762571820625,,0.698399999999969,1.42249800000001,13.8202199999948,,,,,,,,4.01398272980756,,,,2.7199999999992,0.325457999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Basiswand:IW - STB 250:4831956,,,,9.21,,1.12050000000006,1.82344800000128,6.03287999999991,,,,,,,,2.95999999999964,,,,1.12307500000001,0.516599996450933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Basiswand:IW - STB 200:4832007,,,,3.44999999999985,,0.28890000000018,1.33443164154377,21.0358,,,,,,,,3.56999999999941,,,,2.68999999999921,0.204408000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,STB Träger - rechteckig:STB T B1.1b 2100x900 (550 bis RDUK):4832480,,,,3.44999999999999,,0.0427500000000085,0.909043199999894,5.23320000000002,,,,,,,,3.25499999999992,,,,11.8459700000012,0.204408000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,STB Stütze - rechteckig:STB 300 x 2100:4833310,,,,0.8,,0.179999999999994,1.33155000000004,6.35040000000006,,,,,,,,3.50950000000009,,,,1.123075,2.11824000000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,STB Stütze - rechteckig:STB 300 x 2100:4833325,,,,0.800000000000004,,0.075150000000007,1.33155000000008,5.82120000000005,,,,,,,,3.43000000000026,,,,12.0012200000006,0.489599999999708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,STB Stütze - rechteckig:STB 300 x 2100:4833340,,,,2.59,,0.634499999999497,0.909043199999895,2.75099999999981,,,,,,,,3.41000000000025,,,,1.13560000000005,0.202153500000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,STB Träger - rechteckig:STB T1.1 - 1200x900 (550 bis RDUK):4833392,,,,0.709999999999995,,0.704999999999612,1.33155000000006,5.17980000000002,,,,,,,,2.42999999999996,,,,1.13560000000003,0.484199999999712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,STB Stütze - rechteckig:STB 300 x 1200:4833403,,,,4.35499999999988,,0.027750000000537,1.33155000000009,6.28560000000006,,,,,,,,3.43000000000035,,,,2.72000000000054,2.13227460000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,STB Stütze - rechteckig:STB 300 x 1200:4833630,,,,4.39999999999998,,0.172499999999343,1.96101000000005,5.76180000000005,,,,,,,,3.43000000000045,,,,12.3301699999998,2.16021960000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,STB Stütze - rechteckig:STB 250 x 950:4834118,,,,0.359999999999405,,0.122250000000138,0.909043199999893,2.70299999999981,,,,,,,,3.51000000000006,,,,0.638875000000041,0.204408000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,STB Träger - rechteckig:STB T4.1 - 1750x1330 (1080 bis RDUK):4834286,,,,1.80000003768628,,0.0480000000000003,1.33155000000001,5.4646000000001,,,,,,,,3.25999999999972,,,,0.638875000000018,0.204408000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,STB Stütze - rechteckig:STB 300 x 1200:4834467,,,,0.93433295412674,,0.506999999999498,1.33155000000005,6.63120000000001,,,,,,,,4.0200000000002,,,,2.69000000000054,0.489600000000104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,STB Stütze - rechteckig:STB 300 x 1200:4834482,,,,2.10000000000001,,0.554999999999497,1.93680000000009,6.07860000000005,,,,,,,,3.36000000000001,,,,12.3301699999997,2.2194306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,STB Stütze - rechteckig:STB 300 x 1200:4834497,,,,1.89999999999998,,0.0277500000005357,0.909043199999892,2.959,,,,,,,,3.0599999999999,,,,0.638875000000007,0.114997500000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,STB Stütze - rechteckig:STB 300 x 1200:4834512,,,,1.89999999999999,,0.206170446686247,1.33155000000002,4.53600000002378,,,,,,,,3.46000000000004,,,,2.69000000000334,0.114997500000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,STB Stütze - rechteckig:STB 300 x 1200:4834527,,,,1.90000000000001,,0.048,1.33155000000003,1.666,,,,,,,,3.09999999999999,,,,1.12307500000005,0.484200000000103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,STB Stütze - rechteckig:STB 300 x 1200:4834565,,,,2.10000000000003,,0.178420446685737,1.33154999999999,4.0319999999996,,,,,,,,2.50999999999975,,,,1.12307500000002,2.21943059999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,STB Stütze - rechteckig:STB 300 x 1200:4834580,,,,1.9,,0.554999999999496,1.95839999999998,1.53258898720458,,,,,,,,3.05999999999995,,,,11.84597,0.114997500000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,STB Stütze - rechteckig:STB 300 x 1750:4834595,,,,2.67999999999999,,0.122249999998721,0.927511199999895,2.79982231959049,,,,,,,,3.06000000000003,,,,8.28839999998697,0.484200000000602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,STB Stütze - rechteckig:STB 300 x 1750:4834610,,,,2.5,,1.77622020116216,1.34640000000004,2.72440000000024,,,,,,,,3.67000000000037,,,,8.2884000000002,0.2021535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,STB Träger - rechteckig:STB T3.1 - 1200x1330 (1080 bis RDUK):4834718,,,,1.96,,0.498053079108445,1.34640000000009,0.881573936170115,,,,,,,,4.01999999999999,,,,6.75290000000339,0.202153500000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,STB Stütze - rechteckig:STB 300 x 1200:4834722,,,,0.450000000000348,,0.356400000000006,1.98288000000005,0.925200000000106,,,,,,,,3.88999999999986,,,,8.28839999998952,0.484200000000608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,STB Stütze - rechteckig:STB 300 x 1200:4834724,,,,1.06000000000025,,0.284400000000001,0.927511199999893,48.1635200000017,,,,,,,,6.90999999999999,,,,6.01489999999851,0.202153500000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,STB Stütze - rechteckig:STB 300 x 1200:4834726,,,,0.630000000000325,,5.25,1.34640000000001,2.97260000000008,,,,,,,,3.43000000000067,,,,3.49979999999978,2.13227460000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,STB Stütze - rechteckig:STB 300 x 1200:4834728,,,,1.11000000000014,,5.352,1.34640000000006,1.1466,,,,,,,,3.43000000000049,,,,10.4618800000005,0.417480000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,STB Stütze - rechteckig:STB 300 x 1200:4834730,,,,1.25000000000005,,3.9,1.9584000000001,0.347400000000043,,,,,,,,5.73000000000001,,,,6.51124000000001,0.629963999999968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,STB Stütze - rechteckig:STB 300 x 1200:4834732,,,,17.7400000000013,,4.08,0.927511199999892,2.73240000000003,,,,,,,,3.32999999999995,,,,9.80343999999999,1.88313840000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,STB Stütze - rechteckig:STB 300 x 1200:4834734,,,,2.94499999999989,,5.424,1.34639999999999,10.5535999999999,,,,,,,,3.23000000000003,,,,3.99160000000002,1.1720232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,STB Stütze - rechteckig:STB 300 x 1200:4834736,,,,0.71999999999985,,1.03499998886411,1.34640000000002,14.6704700000012,,,,,,,,3.46,,,,23.7188399999991,1.76461919999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,STB Stütze - rechteckig:STB 300 x 1200:4834738,,,,3.5,,3.97919143167688,1.48969999999919,4.60635000000303,,,,,,,,7.00999999999998,,,,7.98319999999994,0.718488000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,STB Stütze - rechteckig:STB 300 x 1200:4834740,,,,5.30999996288196,,0.425000009237005,3.98298599999996,0.681625000000143,,,,,,,,3.96000000000015,,,,1.27160000000006,4.2693911999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,STB Träger - rechteckig:STB T' - 2020x1330(1080 bis RDUK):4834930,,,,3.09500000000042,,1.19999999999999,1.4896999999992,2.87000000000001,,,,,,,,3.89000000000008,,,,2.3527999999992,1.43697600000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,STB Träger - rechteckig:STB T2.1b - 1200x900 (550 bis RDUK):4835572,,,,1.7,,4.23500000171745,0.393713999999997,1.19822500000013,,,,,,,,6.93999999999998,,,,1.25757500000013,0.22888800000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,STB Träger - rechteckig:STB T' - 2020x1330(1080 bis RDUK):4835689,,,,5.43499996288196,,0.329999999965482,0.416069999999985,3.38399999999731,,,,,,,,3.43000000000018,,,,1.25757500000011,0.228888000000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,STB Träger - rechteckig:STB T2.1b - 1200x900 (550 bis RDUK):4835794,,,,17.1400000371212,,3.96250000000005,0.416069999999926,6.81499999999511,,,,,,,,3.43000000000053,,,,2.3268499999992,0.423503999999861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,STB Träger - rechteckig:STB T' - 2020x1330(1080 bis RDUK):4835866,,,,4.09999999999946,,0.556000000000005,0.416070000000078,0.148000000002863,,,,,,,,3.43000000000021,,,,1.34172500000007,0.226363500000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,STB Träger - rechteckig:STB T - 650x650 (400 bis RDUK):4839594,,,,6.9999999931302,,1.12937628725402,5.09491199999898,1.66749999999254,,,,,,,,3.43000000000022,,,,2.48254999999915,0.226363500000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,Basiswand:AW - STB 200:5158716,,,,6.99999999313019,,1.14750001562056,0.876852000000004,0.652000000000737,,,,,,,,3.88999999999964,,,,7.41095000000043,0.418832999999862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,Basiswand:AW - STB 200:5158717,,,,2.52736705839772,,0.210000011110275,0.438426000000015,0.256000000000001,,,,,,,,3.89099999999994,,,,7.41094999999992,0.24151050000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,Basiswand:AW - STB 200:5158718,,,,2.58250003712117,,1.04549999999998,0.393713999999927,2.80149999997121,,,,,,,,2.96000000000043,,,,7.9068499999999,0.241510500000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,Basiswand:AW - STB 200:5158750,,,,2.19999999982743,,0.210000011110278,0.945037800000054,5.36499999999511,,,,,,,,3.57000000000018,,,,6.58750000000004,0.446858999999853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,Basiswand:AW - STB 200:5159049,,,,2.79999999982743,,0.312000011146948,0.308448000000285,0.148000000002856,,,,,,,,3.63000000000011,,,,4.42460000000019,1.3339710000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,Basiswand:AW - STB 200:5159050,,,,10.5700000370387,,0.25000000000007,0.489600000000004,1.99298098463371,,,,,,,,2.89999999999998,,,,33.0492,1.333971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,Basiswand:AW - STB 200:5159051,,,,16.4000000000003,,1.18050000000001,0.305046000000044,0.255999999999998,,,,,,,,3.88999999999975,,,,2.09760000000001,1.423233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,Basiswand:AW - STB 200:5159129,,,,8.10000000000097,,0.772000000007609,0.484200000000004,1.19498098463099,,,,,,,,0.480939370174272,,,,378.615624214818,0.00499800000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,Basiswand:AW - STB 200:5159311,,,,4.72499999999993,,0.450000007424129,0.305046000000042,1.44999999999258,,,,,,,,2.10000000000001,,,,9.19979999999996,0.00494700000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,Basiswand:AW - STB 200:5159312,,,,6.72999999999982,,1.0920000000074,0.4842,0.65199999999318,,,,,,,,1.89999999999998,,,,9.6571000000003,0.00683399999999946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,Basiswand:AW - STB 200:5159313,,,,7.16000003712055,,0.379999990710997,0.305046000000043,17.0398724631489,,,,,,,,2.1,,,,6.57136323529433,0.00688499999999971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,Basiswand:AW - STB 200:5159496,,,,4.63000000000001,,4.45999999999999,0.484199999999991,2.71162231959038,,,,,,,,1.89999999999999,,,,11.3518000000001,1.31749999999921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,Geschossdecke:STB 220 - Balkonplatten:5258360,,,,1.80000003711763,,4.83000000000006,0.325457999999995,1.88099999999999,,,,,,,,1.90000000000001,,,,2.9877000000001,0.827519999998473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,Geschossdecke:STB 220 - Balkonplatten:5259413,,,,3.01,,0.287499999999995,0.516599996450933,1.88100000000001,,,,,,,,2.10000000000003,,,,5.02950000000029,6.6098399999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,Geschossdecke:STB 220 - Balkonplatten:5588652,,,,3.38000000000156,,1.41899999999994,0.204408000000003,1.09019999999999,,,,,,,,1.9,,,,12.5132000000002,0.393714000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,Geschossdecke:STB 220 - Balkonplatten:5588685,,,,3.68000000000008,,0.687499999956843,0.204408000000002,1.69100000000003,,,,,,,,2.73999999999999,,,,9.47239999999992,0.377568000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,Geschossdecke:STB 220 - Balkonplatten:5588718,,,,8.09500000000126,,0.154999999999997,2.11824000000026,2.052,,,,,,,,0.450000000000357,,,,9.42839999999988,1.83995999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,Geschossdecke:STB 220 - Balkonplatten:5590359,,,,7.31000000000025,,0.510000009280281,0.489599999999708,1.51999999999994,,,,,,,,1.25000000000025,,,,4.83690000000068,1.73827800000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,Geschossdecke:STB 220 - Balkonplatten:5590392,,,,2.94348081999505,,0.120000007431392,0.202153500000001,47.1485,,,,,,,,0.450000000000323,,,,5.00700000000022,1.18284538235299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,Geschossdecke:STB 220 - Balkonplatten:5590425,,,,3.94999999999975,,0.75749999999998,0.484199999999712,48.064528,,,,,,,,1.30000000000014,,,,4.59199999999997,2.16276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,Geschossdecke:STB 220 - Balkonplatten:5591427,,,,1.46,,0.55625000000003,2.13227460000021,35.0246,,,,,,,,1.55000000000005,,,,14.7060005155811,2.21656000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,Basiswand:IW - STB 180:5597387,,,,0.84,,0.5100000110844,2.16021960000014,36.64112,,,,,,,,17.7900000000013,,,,4.30399999999998,0.537786000000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,Basiswand:IW - STB 180:5598229,,,,11.45,,0.804999999999999,0.204408000000006,48.711136,,,,,,,,0.594999999999847,,,,6.86340000000006,2.25237600000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,Basiswand:IW - STB 180:5599937,,,,0.530000000000003,,0.390000007537251,0.204408000000005,9.92909989316962,,,,,,,,3.5,,,,6.64739999999795,1.89447999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,Basiswand:AW - STB 200:5605245,,,,0.530000000000038,,0.320000000000001,0.489600000000104,38.08620980122,,,,,,,,5.43499996288195,,,,3.52799999999996,1.88567999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,Basiswand:AW - STB 200:5605247,,,,0.530000000000047,,0.425000000000115,2.2194306,3.8984604091201,,,,,,,,1.7,,,,4.13850000000026,0.86099999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,Basiswand:AW - STB 200:5605405,,,,1.76000000000027,,0.670000000000096,0.114997500000005,11.4919999999999,,,,,,,,17.1400000371212,,,,7.63239999999943,0.806999999999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,Geschossdecke:STB 220 - Balkonplatten:5605772,,,,0.530000000000021,,1.19999999999997,0.114997500000004,46.7801200256794,,,,,,,,4.22499999999946,,,,7.63239999999941,0.753200000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,Geschossdecke:STB 220 - Balkonplatten:5623280,,,,11.54,,3.52500001108459,0.484200000000103,2.67929999948608,,,,,,,,7.1249999931302,,,,4.35450000000029,1.26507999999893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,Basiswand:IW - STB 180:5751986,,,,6.15000000000006,,2.86500001108441,2.21943059999995,45.9570000000006,,,,,,,,1.64999999982742,,,,6.3227879400741,1.22187999999844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,Basiswand:IW - STB 200:5760289,,,,1.3,,1.2,0.114997500000001,3.16654000000004,,,,,,,,7.12499999313018,,,,6.32278794007414,0.655199999999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,Geschossdecke:STB 220 - Balkonplatten:5763211,,,,4.72999999999981,,3.00025020508007,0.484200000000602,5.36609418319791,,,,,,,,2.62736705839772,,,,6.11539999999909,0.827699999999225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,Basiswand:IW - STB 200:5765022,,,,16.8700000068698,,2.84700000000019,0.2021535,13.4083202129395,,,,,,,,2.70750003712117,,,,6.1153999999979,0.870899999999294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,Basiswand:IW - STB 200:5765023,,,,3.10000000000003,,0.300000000000003,0.202153500000006,2.38457013017959,,,,,,,,2.23999999982743,,,,2.35539999999995,0.588849999999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,Basiswand:IW - STB 200:5765026,,,,,,0.128028771546188,0.484200000000608,12.2500278985452,,,,,,,,2.92499999982742,,,,3.97914999999998,0.994787499999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,Basiswand:IW - STB 250:5768810,,,,,,1.65779999999994,0.202153500000005,2.46057013017909,,,,,,,,10.4200000370387,,,,8.41637347470019,2.10409336867508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,Basiswand:IW - STB 250:5768812,,,,,,0.647500000000009,2.13227460000003,3.5443201266293,,,,,,,,7.46000003712065,,,,8.80222351406394,2.6406670542192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,Basiswand:IW - STB 250:5769045,,,,,,0.212999999999999,1.82344799999713,3.40800000000097,,,,,,,,16.4000000000003,,,,25.4109003176058,6.35234861630076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,Basiswand:IW - STB 250:5769059,,,,,,1.30649999999997,1.82344800000004,11.32493,,,,,,,,8.22500000000095,,,,8.82168853620572,2.20537032876831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,Basiswand:IW - STB 250:5769070,,,,,,1.32,1.48563800000074,13.1548800001292,,,,,,,,5.11,,,,1.8949068910423,0.473428959445193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,Basiswand:AW - STB 200:5908227,,,,,,0.107999999999822,1.82344799999769,7.66800012650691,,,,,,,,6.97999999999982,,,,19.98605,4.99651249999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,Basiswand:AW - STB 200:5908284,,,,,,0.540000011305885,1.32327799999967,18.6076800001255,,,,,,,,7.06000003712055,,,,3.35471999999999,0.670943999999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,Basiswand:AT - STB 180:5912184,,,,,,0.219734712253847,0.629963999999968,2.8582598733724,,,,,,,,4.63000000000001,,,,6.47519999999841,1.61879999999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,Basiswand:IW - STB 180:5949965,,,,,,0.630000000000005,1.88313840000007,3.21120000000001,,,,,,,,3.38000000000156,,,,4.25999999999838,1.06499999999961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,Basiswand:IW - STB 180:5950011,,,,,,0.569999999999997,1.1720232,47.8583000000006,,,,,,,,3.68000000000008,,,,3.5591999999999,0.88979999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,Basiswand:IW - STB 180:5950047,,,,,,0.569999999999999,1.76461919999998,3.1947,,,,,,,,3.24499999999999,,,,32.3447600000007,8.08619000000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,Basiswand:IW - STB 180:5950132,,,,,,0.570000000000004,0.718488000000003,13.1399399999995,,,,,,,,14.1999999999998,,,,7.00153454693269,1.40030690938652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,Basiswand:IW - STB 180:5955585,,,,,,0.63000000000001,4.2693911999999,5.39651024436172,,,,,,,,9.1,,,,11.8515399999994,2.96288499999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,Basiswand:AW - STB 200:5955838,,,,,,0.630000000000012,1.43697600000001,2.11296,,,,,,,,8.09499999999997,,,,17.3915200000017,4.34788000000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,Basiswand:AW - STB 200:5956051,,,,,,0.570000000000001,0.22888800000001,5.28832012650893,,,,,,,,7.31000000000025,,,,44.6300199999998,11.1575050000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,Basiswand:AW - STB 200:5975901,,,,,,0.482400000000005,0.228888000000009,2.04480012663084,,,,,,,,1.21,,,,8.31210920434813,2.07802730108706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,Basiswand:IW - STB 180:5976018,,,,,,0.450000000000006,0.423503999999861,9.5687399999996,,,,,,,,2.71936534930134,,,,2.94576000000147,0.736440000000366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,Basiswand:AW - STB 200:5976026,,,,,,0.588000000000002,0.226363500000021,6.62605000000026,,,,,,,,3.98999999999975,,,,4.55642564451304,1.13910641112828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
