,Name,IfcType,Type_Name,Height,Length,Width,GrossFootprintArea,NetVolume,NetSideArea,FireRating,Reference,ThermalTransmittance,IsExternal,ExtendToStructure,LoadBearing,Typ,Laenge,Dicke,Hoehe,Hoehe_korrekt,Nettoflaeche,Nettovolumen,Aussenbauteil,TragendesElement,BrandabschnittsdefinierendesBauelement,Feuerwiderstandsklasse,VerweisBauteilkatalog,Betonart,Expositionsklasse,BewehrungsgradVolumen,Ausfuehrung,Project,Storey,PitchAngle,Perimeter,GrossArea,NetArea,GrossVolume,NumberOfRiser,NumberOfTreads,RiserHeight,TreadLength,Auftrittsbreite,Stufenhoehe,AnzahlSteigungen,CrossSectionArea,NetSurfaceArea,Span,Slope,Breite,Tiefe,OuterSurfaceArea,GrossSurfaceArea,NosingLength,WalkingLineOffset,TreadLengthAtOffset,TreadLengthAtInnerSide,ProjectedArea,TotalArea,RequiredHeadroom,Depth,Ebene,Querkraft,Herstellermodell,Beschreibung
140,Basiswand:IW - STB 180:4250991,,,,16.0200000000003,,8.03799999999991,0.806999999999953,5.00010000000017,,,,,,,,4.19999999999999,,,,398.090003112612,0.989099999999555,,,,,,,,,,,,,20.0299999999985,18.7319999999997,15.2319730983601,4.07280000000033,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Basiswand:AW - STB 200:4250993,,,,3.34999999999999,,3.22,1.22725999999884,22.3440000000001,,,,,,,,5.63999999313002,,,,11.5155000000004,2.25467999999836,,,,,,,,,,,,,3.20607689879512,329.629900000009,296.314699999989,0.1614,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Basiswand:AW - STB 200:4250994,,,,10.3850000000002,,0.566999999999996,0.19339999999957,7.16149999999992,,,,,,,,4.62999999999985,,,,3.76600000000003,0.699400000000007,,,,,,,,,,,,,20.6768193304849,1.83039999999996,5.20056963968922,0.1632,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Basiswand:AW - STB 200:4250995,,,,7.20999999999999,,0.604800000000033,0.989099999999555,13.7535,,,,,,,,3.2,,,,6.8902999999998,1.27045999999888,,,,,,,,,,,,,8.97200006032725,,4.8448000000002,0.172199999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Basiswand:AW - STB 200:4250996,,,,8.00000000000004,,3.08519999999989,94.8842461944784,12.3215999999996,,,,,,,,24.01,,,,11.5155000000002,0.699400000000004,,,,,,,,,,,,,158.780000000003,,3.72000000000478,0.1602,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Basiswand:IW - STB 180:4250998,,,,1.07,,2.88180000000001,83.4017947787976,63.89082,,,,,,,,3.66,,,,6.89029999999991,0.699399999999999,,,,,,,,,,,,,98.3399999999963,,32.4966000000005,0.556200000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Basiswand:IW - STB 180:4250999,,,,4.05999999999999,,0.730800000000021,87.4442421108462,24.1972,,,,,,,,4.36,,,,1.33600000000002,2.25467999999833,,,,,,,,,,,,,12.8799999320488,,131.355800156218,26.8636874999992,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Basiswand:IW - STB 180:4251000,,,,4.34000000000003,,1.38780000000002,87.4959823014096,6.17679999999984,,,,,,,,3.65999999999997,,,,3.76599999999994,1.2694176140916,,,,,,,,,,,,,48.0300000738977,,166.461100406429,0.00364613927706662,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Basiswand:IW - STB 180:4251001,,,,4.55,,3.06720000000003,2.25467999999836,9.13920000000038,,,,,,,,4.34000000000003,,,,6.89029999999996,0.213405530193932,,,,,,,,,,,,,9.09999999999994,,68.0469999999995,7.01066030455549,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Basiswand:IW - STB 180:4251015,,,,3.66,,1.38779999999995,0.699400000000007,46.1066,,,,,,,,4.45000000000001,,,,4.30399999999991,0.699399999999988,,,,,,,,,,,,,32.0600001010914,,5.76800022866243,0.476479999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Basiswand:IW - STB 180:4251016,,,,4.29,,1.19159999999996,1.27045999999888,39.3976399999994,,,,,,,,3.64999999999997,,,,5.00010000000017,1.27045999999897,,,,,,,,,,,,,51.6379983593646,,158.978999999994,0.697200024446161,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Basiswand:AW - STB 180:4251017,,,,5.45999999313002,,3.20400000000005,0.699400000000004,11.0432000000002,,,,,,,,4.34000000000004,,,,22.3440000000001,0.806999999999985,,,,,,,,,,,,,38.2999999999996,,65.7213499999966,4.54699996432571,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Basiswand:AW - STB 200:4251018,,,,4.72999999999984,,0.602999999999978,0.699399999999999,18.0064,,,,,,,,25.1900000068699,,,,7.16149999999992,1.00001999999933,,,,,,,,,,,,,24.0200001387051,,2.41428071216852,12.01929383596,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Basiswand:AW - STB 200:4251044,,,,3.1,,1.86930000000004,2.25467999999833,25.2252000000008,,,,,,,,8.10000000000007,,,,13.7535,4.4113999999971,,,,,,,,,,,,,37.8800000000003,,52.9407811628487,0.694874999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Basiswand:AW - STB 200:4251046,,,,24.01,,1.29779999999995,1.2694176140916,9.11199999999998,,,,,,,,4.34000000000002,,,,254.470543525342,1.3748999999992,,,,,,,,,,,,,37.7800000000019,,8.76640025652706,18.8262500675348,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Basiswand:AW - STB 200:4251105,,,,3.85999999999999,,1.43999999999999,0.213405530193932,26.1724200000002,,,,,,,,8.69999999999999,,,,12.3215999999996,2.69329999999801,,,,,,,,,,,,,106.680000000003,,1560.54220000006,20.7719524802226,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Basiswand:AW - STB 200:4251106,,,,1.20000000000001,,0.192599999999994,0.699399999999988,19.6852199999998,,,,,,,,7.54,,,,63.89082,2.21788799999991,,,,,,,,,,,,,5.00000000000255,,804.15610000001,19.2959499999988,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Basiswand:AW - STB 200:4251107,,,,4.54999999999999,,0.730799999999973,1.27045999999897,2.9104,,,,,,,,7.85999999999997,,,,24.1972,12.7781639999946,,,,,,,,,,,,,5.91999999999997,,24.6279998233272,14.5469499704232,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Basiswand:AW - STB 200:4251108,,,,3.45999999999996,,0.868000000000005,0.806999999999985,10.9214,,,,,,,,4.04999999999979,,,,6.17679999999984,4.79047999999892,,,,,,,,,,,,,5.40649468085105,,70.2838503557236,10.793200000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Basiswand:AW - STB 200:4251109,,,,4.54000000000002,,0.818999999999972,1.00001999999933,4.96780000000011,,,,,,,,1.27999999999999,,,,9.13920000000038,1.11182399999996,,,,,,,,,,,,,,,7.50949999999995,10.3025999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Basiswand:AW - STB 200:4251110,,,,3.65999999999997,,0.732,4.4113999999971,12.2395,,,,,,,,8.55000000000002,,,,46.1066,1.64505600000005,,,,,,,,,,,,,,,91.3350003206847,0.153449999999762,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Basiswand:AW - STB 200:4251111,,,,4.14000000000004,,0.240000000000008,1.3748999999992,6.54060000000003,,,,,,,,3.35000000000084,,,,39.3976399999994,8.29918800000011,,,,,,,,,,,,,,,108.906809100573,0.366079999999993,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Basiswand:AW - STB 200:4251112,,,,3.85999999999997,,0.77220000000001,2.69329999999801,19.3949,,,,,,,,4.70999999999997,,,,11.0432000000002,7.09157519999991,,,,,,,,,,,,,,,96.3337999999951,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Geschossdecke:STB 250:4251683,,,,4.34999999999999,,0.982799998763393,50.8941032308616,11.5401,,,,,,,,3.35000000000077,,,,18.0064,1.98777600000001,,,,,,,,,,,,,,,70.1977999510453,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Geschossdecke:STB 220:4251732,,,,4.23999999999999,,0.833399999999961,2.21788799999991,12.6126199815194,,,,,,,,11.3,,,,25.2252000000008,3.77481599999996,,,,,,,,,,,,,,,60.082000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Basiswand:IW - STB 180:4251945,,,,4.24000000000006,,0.558000000000008,12.7781639999946,12.7236999999996,,,,,,,,3.47000000000006,,,,9.11199999999998,8.25076800000009,,,,,,,,,,,,,,,58.2430000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Geschossdecke:STB 220:4251951,,,,25.1900000068699,,4.32180000000001,4.79047999999892,8.339,,,,,,,,8.01,,,,26.1724200000002,3.77481600000005,,,,,,,,,,,,,,,682.507400000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Geschossdecke:STB 220:4251980,,,,8.10000000000007,,0.220000000000004,1.11182399999996,58.3625599999992,,,,,,,,16.0,,,,19.6852199999998,3.24115200000003,,,,,,,,,,,,,,,3.72000000000477,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Basiswand:AW - STB 200:4252097,,,,4.52999999999985,,0.731999999999999,1.64505600000005,7.07860000000001,,,,,,,,4.55000000000001,,,,2.9104,5.04503999999643,,,,,,,,,,,,,,,4.84479999999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Basiswand:AW - STB 200:4252098,,,,4.55000000000001,,0.220000000000002,8.29918800000011,3.22800000000002,,,,,,,,5.63999999313001,,,,10.9214,1.64016000000002,,,,,,,,,,,,,,,5.12644314971827,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Basiswand:AW - STB 200:4252099,,,,3.86,,0.909999999999999,7.09157519999991,5.53270000000001,,,,,,,,4.585,,,,4.96780000000011,4.71103560000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Basiswand:AW - STB 200:4252100,,,,4.54000000000004,,0.691999999999993,1.98777600000001,6.00259999999993,,,,,,,,7.27000000000014,,,,12.2395,3.53001600000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Basiswand:AW - STB 200:4252196,,,,3.83999999999999,,0.239999999999998,3.77481599999996,5.5058000000001,,,,,,,,7.15000000000005,,,,6.54060000000003,3.54333959999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Basiswand:AW - STB 200:4252197,,,,4.35000000000001,,0.908000000000005,8.25076800000009,6.54059999999996,,,,,,,,7.27000000000008,,,,19.3949,0.523872000000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Basiswand:AW - STB 200:4252198,,,,8.79999999999999,,0.711999999999994,3.77481600000005,4.42980000000015,,,,,,,,4.6199999999995,,,,11.5401,3.73318200000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Basiswand:AW - STB 200:4252199,,,,3.15000000000001,,0.259999999999997,3.24115200000003,7.07859999999995,,,,,,,,11.1950000000001,,,,12.6126199815194,1.96585200000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Basiswand:AW - STB 200:4252203,,,,7.54,,0.828000000000008,5.04503999999643,4.42980000000013,,,,,,,,7.14999999999973,,,,12.7236999999996,0.993559999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Basiswand:AW - STB 200:4252204,,,,8.04999999999997,,0.259999999999998,1.64016000000002,4.99470000000001,,,,,,,,5.83000000000002,,,,8.339,2.20311000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Basiswand:AW - STB 200:4252205,,,,4.03999999999979,,0.731999999999993,4.71103560000005,8.47349999999984,,,,,,,,8.41999999999864,,,,58.3625599999992,1.30811999999894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Basiswand:AW - STB 200:4252312,,,,1.38,,0.260000000000004,3.53001600000004,58.0531000000004,,,,,,,,2.06999999999999,,,,7.07860000000001,0.645599999999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Basiswand:AW - STB 200:4252390,,,,8.36000000000003,,0.869999999999999,3.54333959999996,11.4056,,,,,,,,7.89999999999939,,,,3.22800000000002,3.49108200000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Basiswand:AW - STB 200:4252399,,,,3.35000000000083,,0.833399999999971,0.523872000000008,11.4056000000002,,,,,,,,7.90000000000061,,,,5.53270000000001,3.49108199999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Basiswand:AW - STB 200:4252400,,,,4.90999999999998,,8.00200000000002,3.73318200000005,61.5367600184792,,,,,,,,3.59000000000036,,,,6.00259999999993,2.07721799999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Geschossdecke:STB 200:4252425,,,,3.55000000000077,,0.763199999999972,1.96585200000002,11.2854000000002,,,,,,,,1.40000000000062,,,,5.5058000000001,2.27027159667351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Basiswand:AW - STB 180:4269856,,,,11.29,,0.763200000000022,0.993559999999994,12.1856999999996,,,,,,,,7.15000000000006,,,,6.54059999999996,3.73318199999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Basiswand:AW - STB 200:4269857,,,,3.67000000000006,,4.53420000123654,2.20311000000003,8.47349999999983,,,,,,,,5.83000000000001,,,,4.42980000000015,2.2418459999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Basiswand:AW - STB 200:4269858,,,,1.84,,1.62,1.30811999999894,5.25670000000005,,,,,,,,11.2300000000001,,,,7.07859999999995,1.50101999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Basiswand:AW - STB 180:4269859,,,,23.83,,0.815399999999983,0.645599999999993,3.22800000000001,,,,,,,,3.06000000000002,,,,4.42980000000013,10.5052607999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Basiswand:IW - STB 180:4269860,,,,8.01,,0.910000000000002,3.49108200000005,6.86260000000004,,,,,,,,4.08999999999997,,,,4.99470000000001,0.591800000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Basiswand:AW - STB 180:4269862,,,,15.82,,0.732000000000001,3.49108199999996,5.22980000000012,,,,,,,,3.2800000000005,,,,8.47349999999984,0.59180000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Basiswand:IW - STB 180:4269863,,,,4.36000000000001,,0.908000000000008,2.07721799999998,6.86259999999996,,,,,,,,2.07000000000061,,,,58.0531000000004,1.10653999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Basiswand:IW - STB 180:4269864,,,,5.45999999312999,,0.731999999999994,2.27027159667351,5.22980000000007,,,,,,,,8.45499999999967,,,,11.4056,1.20051999999892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Basiswand:IW - STB 180:4269867,,,,4.485,,0.239999999999997,3.73318199999996,6.80879999999999,,,,,,,,15.8600000000001,,,,11.4056000000002,0.645600000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Basiswand:AW - STB 180:4269868,,,,7.47000000000015,,0.888000000000003,2.2418459999999,11.7015,,,,,,,,6.10999999999991,,,,61.5367600184792,1.10115999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Basiswand:IW - STB 180:4269869,,,,8.09000000000001,,0.219999999999999,1.50101999999998,58.3625599999991,,,,,,,,3.06000000000011,,,,11.2854000000002,1.25431999999892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Basiswand:IW - STB 180:4269870,,,,7.14000000000006,,0.747999999999996,10.5052607999999,10.9214000000002,,,,,,,,4.0899999999997,,,,12.1856999999996,0.699399999999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Basiswand:AW - STB 180:4269873,,,,1.6,,0.782999999999974,0.591800000000006,16.6482,,,,,,,,1.39999999999938,,,,8.47349999999983,0.885960000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Basiswand:AW - STB 200:4269876,,,,7.47000000000009,,0.73080000000002,0.59180000000001,9.04050000000002,,,,,,,,11.23,,,,5.25670000000005,0.699399999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Basiswand:AW - STB 180:4269877,,,,4.70999999999889,,1.76,1.10653999999998,15.1598,,,,,,,,4.09000000000024,,,,3.22800000000001,1.30811999999892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Basiswand:IW - STB 180:4269879,,,,11.4200000000001,,0.629999999999995,1.20051999999892,15.8336999999999,,,,,,,,6.9109999999993,,,,6.86260000000004,0.69940000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Basiswand:IW - STB 180:4269880,,,,7.33999999999972,,1.508,0.645600000000007,11.5947999999994,,,,,,,,4.09000000000027,,,,5.22980000000012,0.885959999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Basiswand:IW - STB 180:4269883,,,,5.93000000000002,,1.60999999999999,1.10115999999999,3.96059999999999,,,,,,,,6.91099999999934,,,,6.86259999999996,0.699400000000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Basiswand:IW - STB 180:4269884,,,,7.89,,0.727199999999936,1.25431999999892,15.3854000000001,,,,,,,,4.45000000000002,,,,5.22980000000007,0.998939999999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Basiswand:IW - STB 180:4269995,,,,14.56,,0.248400000000003,0.699399999999991,9.61450000000239,,,,,,,,2.07000000000001,,,,6.80879999999999,1.52522999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Basiswand:IW - STB 180:4269996,,,,8.45499999999864,,1.67199999999999,0.885960000000002,10.8517,,,,,,,,11.2400000000006,,,,11.7015,11.5137799999946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Basiswand:AW - STB 200:4270034,,,,1.9800000000006,,0.650000000000173,0.699399999999995,7.73550000000219,,,,,,,,4.52999999999997,,,,58.3625599999991,2.05300800000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Basiswand:AW - STB 180:4270035,,,,3.79000000000036,,0.941999999999989,1.30811999999892,18.9777000000001,,,,,,,,2.85000000000002,,,,10.9214000000002,2.05300800000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Basiswand:AW - STB 200:4270036,,,,1.40000000000063,,0.69000000000015,0.69940000000001,10.5329000000002,,,,,,,,4.02000000000003,,,,16.6482,11.0766168033263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Basiswand:AW - STB 200:4270037,,,,1.40000000000061,,2.24000000000001,0.885959999999998,68.145740019716,,,,,,,,4.50000000000002,,,,9.04050000000002,2.25707999999888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Basiswand:IW - STB 180:4270042,,,,5.93000000000001,,0.642600000000022,0.699400000000008,3.20601999999969,,,,,,,,8.3,,,,15.1598,2.1934259999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Basiswand:IW - STB 180:4270043,,,,3.25000000000003,,4.53420000123653,0.998939999999976,64.2425399999993,,,,,,,,9.23999999999993,,,,15.8336999999999,1.05133999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Basiswand:IW - STB 180:4270044,,,,4.28999999999997,,0.331199999999988,1.52522999999995,19.4721199999997,,,,,,,,4.31999999999953,,,,11.5947999999994,0.591800000000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Basiswand:IW - STB 180:4270045,,,,3.3800000000005,,4.2894,11.5137799999946,38.4062399999994,,,,,,,,3.08000000000048,,,,3.96059999999999,1.26491999999887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Basiswand:IW - STB 180:4270047,,,,2.16000000000062,,1.4418,2.05300800000003,20.6927,,,,,,,,4.35999999999968,,,,15.3854000000001,0.591800000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Basiswand:IW - STB 180:4270048,,,,8.27499999999967,,2.84760000000001,2.05300800000001,12.5132,,,,,,,,4.05000000000008,,,,9.61450000000239,1.04596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Basiswand:AW - STB 180:4270049,,,,15.8600000000001,,0.784799999999975,11.0766168033263,12.7764199813133,,,,,,,,7.39999999999998,,,,10.8517,0.591800000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Basiswand:AW - STB 180:4270050,,,,5.92999999999991,,0.982799998763388,2.25707999999888,12.06465,,,,,,,,2.57,,,,7.73550000000219,1.26491999999885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Basiswand:IW - STB 180:4270051,,,,1.65999999999999,,0.807299999999973,2.1934259999999,8.13870000000042,,,,,,,,4.82999999999999,,,,18.9777000000001,0.992159999999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Basiswand:AW - STB 200:4270133,,,,3.07000000000011,,1.95119999999996,1.05133999999998,11.1120000000002,,,,,,,,16.0099999999999,,,,10.5329000000002,0.591799999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Basiswand:AW - STB 200:4270134,,,,3.15,,1.47400000000005,0.591800000000008,4.304,,,,,,,,4.35999999999999,,,,68.145740019716,1.30795999999886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Basiswand:AW - STB 200:4270135,,,,4.0899999999997,,1.59800000000001,1.26491999999887,8.13870000000027,,,,,,,,4.54999999999992,,,,3.20601999999969,2.10627000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Basiswand:AW - STB 200:4270136,,,,1.39999999999938,,1.41000000000002,0.591800000000005,12.669899999997,,,,,,,,1.20000000000001,,,,64.2425399999993,2.05300800000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Basiswand:AW - STB 200:4270137,,,,11.22,,0.3,1.04596,15.9184000000002,,,,,,,,4.33999999999999,,,,19.4721199999997,1.96585200000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Basiswand:AW - STB 200:4270138,,,,10.74,,1.47400000000003,0.591800000000007,11.6499999999993,,,,,,,,4.5,,,,38.4062399999994,3.32963999999916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Basiswand:AW - STB 200:4270139,,,,4.29000000000024,,1.17749999999974,1.26491999999885,15.9517000000001,,,,,,,,8.29000000000001,,,,20.6927,1.80810000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Basiswand:AW - STB 200:4270140,,,,6.9009999999993,,2.25899999999999,0.992159999999983,35.0168399999994,,,,,,,,4.11999999999955,,,,12.5132,3.03195999999791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Basiswand:AW - STB 180:4270220,,,,4.29000000000027,,1.44999999999993,0.591799999999997,20.6691699999961,,,,,,,,3.28000000000046,,,,12.7764199813133,3.16673999999763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Basiswand:AW - STB 200:4270221,,,,3.35000000000002,,1.4575,1.30795999999886,5.32620000000161,,,,,,,,3.66000000000028,,,,12.06465,2.08706399999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Basiswand:AW - STB 200:4270222,,,,6.72099999999934,,2.62079999999991,2.10627000000003,20.7399000000017,,,,,,,,3.65999999999998,,,,8.13870000000042,0.71290799999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Basiswand:AW - STB 200:4270223,,,,4.54000000000001,,1.5218999999997,2.05300800000002,3.76600000000005,,,,,,,,4.54999999999989,,,,11.1120000000002,3.07707999999918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Basiswand:AW - STB 200:4270224,,,,2.16000000000002,,0.495000000000157,1.96585200000001,6.890300000001,,,,,,,,3.64999999999999,,,,4.304,1.86550000000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Basiswand:AW - STB 200:4270225,,,,11.2400000000006,,1.3878000000001,3.32963999999916,3.76600000000169,,,,,,,,1.19999999999999,,,,8.13870000000027,2.05553999999894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Basiswand:AW - STB 200:4270226,,,,4.72999999999996,,0.718000000000066,1.80810000000002,3.76600000000165,,,,,,,,16.11,,,,12.669899999997,1.48969999999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Basiswand:AW - STB 200:4270227,,,,3.05000000000002,,0.260000000000125,3.03195999999791,4.30399999999999,,,,,,,,1.19999999999998,,,,15.9184000000002,3.74387999999762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Basiswand:AW - STB 200:4270228,,,,4.02000000000004,,2.25899999999997,3.16673999999763,15.9517,,,,,,,,1.20000000000002,,,,11.6499999999993,1.84426200000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Basiswand:AW - STB 200:4270229,,,,4.69000000000003,,0.260000000000123,2.08706399999992,15.5104000000002,,,,,,,,8.6199999999999,,,,15.9517000000001,12.2662332035489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Basiswand:AW - STB 200:4270230,,,,8.49000000000001,,0.717999999999987,0.71290799999999,4.76210000000006,,,,,,,,4.05000000000051,,,,35.0168399999994,0.577083599999951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Basiswand:AW - STB 200:4270231,,,,9.04999999999993,,1.40999999999999,3.07707999999918,6.07529999999991,,,,,,,,3.34999999999948,,,,20.6691699999961,11.5636571999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Basiswand:AW - STB 180:4270232,,,,7.21000000000001,,1.04939999999999,1.86550000000046,9.09220000000134,,,,,,,,7.40000000000012,,,,5.32620000000161,3.50498159999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Basiswand:AW - STB 180:4270233,,,,4.40999999999953,,2.26599999999999,2.05553999999894,5.81040000000166,,,,,,,,3.35000000000009,,,,20.7399000000017,6.9131231999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
